"","ID","DOB","SEX","STATUS","NEUTER","ISTART","NSTART","IEND","NEND","HD","ED","CCL","LSA","MCT","OSA","HSA","PYO","UI","MC"
"322","GR149xx",2005-11-04,"Female","6 - 11 mo.",2006-05-30,NA,2008-05-22,NA,2008-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","GR139xy",2003-10-01,"Male","6 - 11 mo.",2004-04-26,NA,2008-04-23,NA,2008-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","GR150xx",2002-08-09,"Female","6 - 11 mo.",2003-03-05,NA,2005-08-08,NA,2009-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","GR140xy",1999-07-17,"Male","6 - 11 mo.",2000-02-11,NA,2003-02-19,NA,2003-02-26,NA,NA,NA,NA,"37628",NA,NA,NA,NA,NA
"326","GR141xy",2004-05-27,"Male","6 - 11 mo.",2004-12-22,NA,2008-09-04,NA,2008-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","GR151xx",2006-05-16,"Female","6 - 11 mo.",2006-12-11,NA,2008-03-24,NA,2008-04-05,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"328","GR559xy",1996-06-06,"Male","6 - 11 mo.",1997-01-01,NA,2007-11-13,NA,2007-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","GR142xy",2000-02-04,"Male","6 - 11 mo.",2000-09-01,NA,2001-08-08,NA,2001-08-08,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","GR560xy",1991-02-20,"Male","6 - 11 mo.",1991-09-18,NA,2000-06-21,NA,2000-06-21,"invalid",NA,NA,NA,"invalid",NA,"36677",NA,NA,NA
"331","GR143xy",2005-05-15,"Male","6 - 11 mo.",2005-12-12,NA,2007-01-29,NA,2008-06-12,NA,"39111",NA,NA,NA,NA,NA,NA,NA,NA
"332","GR144xy",2004-02-24,"Male","6 - 11 mo.",2004-09-23,NA,2009-09-24,NA,2012-05-02,NA,NA,"40210",NA,NA,NA,NA,NA,NA,NA
"333","GR152xx",2007-02-01,"Female","6 - 11 mo.",2007-09-01,NA,2009-11-18,NA,2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","GR145xy",1998-04-14,"Male","6 - 11 mo.",1998-11-13,NA,2006-06-05,NA,2006-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","GR146xy",1997-05-01,"Male","6 - 11 mo.",1997-12-01,NA,2005-02-21,NA,2005-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","GR147xy",2003-09-15,"Male","6 - 11 mo.",2004-04-16,NA,2004-11-17,NA,2004-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","GR153xx",2010-04-26,"Female","6 - 11 mo.",2010-11-26,NA,2012-04-02,NA,2012-04-02,NA,NA,NA,NA,"invalid",NA,NA,NA,NA,NA
"338","GR148xy",1995-10-01,"Male","6 - 11 mo.",1996-05-03,NA,2000-08-25,NA,2000-08-25,NA,NA,NA,"36735",NA,NA,NA,NA,NA,NA
"339","GR149xy",2001-07-05,"Male","6 - 11 mo.",2002-02-05,NA,2008-11-25,NA,2009-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","GR154xx",2008-07-01,"Female","6 - 11 mo.",2009-02-01,NA,2010-11-03,NA,2011-08-18,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"341","GR155xx",2001-05-15,"Female","6 - 11 mo.",2001-12-17,NA,2009-02-18,NA,2009-03-24,NA,NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"342","GR150xy",1996-11-27,"Male","6 - 11 mo.",1997-07-02,NA,2000-01-16,NA,2005-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","GR156xx",2001-05-01,"Female","6 - 11 mo.",2001-12-04,NA,2006-04-03,NA,2006-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","GR151xy",2006-04-20,"Male","6 - 11 mo.",2006-11-24,NA,2007-09-05,NA,2007-10-08,"invalid","39268",NA,NA,NA,NA,NA,NA,NA,NA
"345","GR519xx",1998-09-22,"Female","6 - 11 mo.",1999-04-28,NA,2009-09-29,NA,2009-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","GR157xx",1998-12-05,"Female","6 - 11 mo.",1999-07-12,NA,2002-08-19,NA,2002-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","GR563xy",1993-12-27,"Male","6 - 11 mo.",1994-08-03,NA,2004-03-15,NA,2005-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","GR152xy",1999-12-18,"Male","6 - 11 mo.",2000-07-25,NA,2001-04-12,NA,2001-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","GR158xx",2004-04-30,"Female","6 - 11 mo.",2004-12-06,NA,2007-01-22,NA,2007-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","GR159xx",1998-05-15,"Female","6 - 11 mo.",1998-12-22,NA,2003-11-18,NA,2004-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","GR160xx",2006-03-09,"Female","6 - 11 mo.",2006-10-16,NA,2012-08-06,NA,2012-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","GR565xy",1999-12-31,"Male","6 - 11 mo.",2000-08-09,NA,2009-07-02,NA,2009-11-08,NA,NA,NA,NA,NA,NA,"39973",NA,NA,NA
"353","GR161xx",2008-11-01,"Female","6 - 11 mo.",2009-06-12,NA,2011-10-18,NA,2011-10-18,NA,NA,NA,"40756",NA,NA,NA,NA,NA,NA
"354","GR520xx",2000-03-23,"Female","6 - 11 mo.",2000-11-02,NA,2002-02-21,NA,2002-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","GR153xy",2001-01-01,"Male","6 - 11 mo.",2001-08-15,NA,2002-02-11,NA,2010-09-14,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"356","GR154xy",2003-03-01,"Male","6 - 11 mo.",2003-10-13,NA,2005-12-04,NA,2005-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","GR155xy",2000-09-24,"Male","6 - 11 mo.",2001-05-10,NA,2006-03-21,NA,2006-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","GR162xx",2009-04-03,"Female","6 - 11 mo.",2009-11-17,NA,2012-08-20,NA,2012-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","GR163xx",2001-04-01,"Female","6 - 11 mo.",2001-11-15,NA,2008-01-23,NA,2008-04-17,NA,NA,"39462",NA,NA,NA,NA,NA,NA,NA
"360","GR156xy",2005-09-07,"Male","6 - 11 mo.",2006-04-25,NA,2006-11-20,NA,2006-11-20,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"361","GR157xy",2006-12-28,"Male","6 - 11 mo.",2007-08-15,NA,2010-03-24,NA,2010-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","GR521xx",1992-03-01,"Female","6 - 11 mo.",1992-10-17,NA,2003-07-21,NA,2003-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","GR164xx",2004-06-18,"Female","6 - 11 mo.",2005-02-04,NA,2011-07-11,NA,2011-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","GR165xx",2004-07-01,"Female","6 - 11 mo.",2005-02-18,NA,2005-07-21,NA,2005-09-09,"invalid",NA,NA,NA,NA,NA,NA,NA,"invalid",NA
"365","GR158xy",2004-02-11,"Male","6 - 11 mo.",2004-10-01,NA,2005-08-10,NA,2006-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","GR522xx",2001-07-16,"Female","6 - 11 mo.",2002-03-06,NA,2010-08-30,NA,2011-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","GR159xy",2002-09-01,"Male","6 - 11 mo.",2003-04-23,NA,2005-08-12,NA,2005-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","GR166xx",2003-10-24,"Female","6 - 11 mo.",2004-06-15,NA,2004-11-18,NA,2011-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","GR160xy",2010-06-03,"Male","6 - 11 mo.",2011-01-25,NA,2012-01-05,NA,2012-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","GR161xy",1997-07-12,"Male","6 - 11 mo.",1998-03-06,NA,2003-02-05,NA,2003-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","GR162xy",1994-04-09,"Male","6 - 11 mo.",1994-12-06,NA,2002-06-11,NA,2002-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","GR163xy",2000-10-02,"Male","6 - 11 mo.",2001-06-01,NA,2001-10-04,NA,2002-06-17,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","GR164xy",1997-12-01,"Male","6 - 11 mo.",1998-08-01,NA,2005-01-11,NA,2005-03-26,NA,NA,NA,"38355",NA,NA,NA,NA,NA,NA
"374","GR165xy",1999-10-01,"Male","6 - 11 mo.",2000-05-31,NA,2007-08-06,NA,2008-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","GR166xy",2000-07-01,"Male","6 - 11 mo.",2001-03-01,NA,2008-05-05,NA,2008-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","GR167xy",2000-12-07,"Male","6 - 11 mo.",2001-08-07,NA,2009-02-04,NA,2009-07-30,"39482",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","GR168xy",2005-11-14,"Male","6 - 11 mo.",2006-07-15,NA,2012-03-08,NA,2012-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","GR169xy",2008-01-01,"Male","6 - 11 mo.",2008-08-31,NA,2010-02-18,NA,2012-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","GR569xy",2010-02-25,"Male","6 - 11 mo.",2010-10-26,NA,2011-06-07,NA,2012-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","GR167xx",2004-02-14,"Female","6 - 11 mo.",2004-10-15,NA,2005-08-03,NA,2008-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","GR170xy",1998-10-13,"Male","6 - 11 mo.",1999-06-15,NA,2004-10-20,NA,2004-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","GR171xy",1999-05-03,"Male","6 - 11 mo.",2000-01-04,NA,2006-07-27,NA,2006-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","GR168xx",2006-04-23,"Female","6 - 11 mo.",2006-12-26,NA,2011-06-24,NA,2011-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","GR172xy",1998-03-21,"Male","6 - 11 mo.",1998-11-23,NA,2003-05-05,NA,2003-05-07,NA,NA,NA,"37746",NA,NA,NA,NA,NA,NA
"385","GR526xx",2000-06-08,"Female","6 - 11 mo.",2001-02-13,NA,2001-06-29,NA,2001-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","GR169xx",2002-05-01,"Female","6 - 11 mo.",2003-01-07,NA,2008-07-18,NA,2008-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","GR173xy",2001-02-15,"Male","6 - 11 mo.",2001-10-24,NA,2009-01-29,NA,2009-02-03,NA,NA,"39783",NA,NA,NA,NA,NA,NA,NA
"388","GR174xy",2008-01-04,"Male","6 - 11 mo.",2008-09-12,NA,2009-04-06,NA,2009-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","GR175xy",2003-07-01,"Male","6 - 11 mo.",2004-03-10,NA,2007-07-16,NA,2007-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","GR176xy",2000-11-18,"Male","6 - 11 mo.",2001-07-31,NA,2007-05-16,NA,2008-07-23,NA,NA,NA,"39129",NA,NA,NA,NA,NA,NA
"391","GR177xy",1994-03-01,"Male","6 - 11 mo.",1994-11-12,NA,2001-11-20,NA,2003-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","GR178xy",1999-01-29,"Male","6 - 11 mo.",1999-10-12,NA,2003-03-10,NA,2003-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","GR170xx",1998-10-01,"Female","6 - 11 mo.",1999-06-16,NA,2004-12-16,NA,2008-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","GR171xx",2005-10-11,"Female","6 - 11 mo.",2006-06-26,NA,2007-08-06,NA,2007-10-02,NA,NA,NA,NA,NA,"39155",NA,NA,NA,NA
"395","GR179xy",1999-03-03,"Male","6 - 11 mo.",1999-11-17,NA,2002-08-06,NA,2008-05-21,NA,"invalid",NA,NA,NA,NA,"39568",NA,NA,NA
"396","GR180xy",1999-03-29,"Male","6 - 11 mo.",1999-12-13,NA,2002-11-07,NA,2002-11-25,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"397","GR528xx",1992-05-19,"Female","6 - 11 mo.",1993-02-04,NA,2003-04-14,NA,2003-04-15,NA,NA,NA,"invalid",NA,NA,NA,NA,NA,NA
"398","GR172xx",2001-09-25,"Female","6 - 11 mo.",2002-06-14,NA,2010-09-10,NA,2010-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","GR529xx",2000-02-28,"Female","6 - 11 mo.",2000-11-17,NA,2001-11-21,NA,2011-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","GR181xy",2003-01-07,"Male","6 - 11 mo.",2003-09-29,NA,2004-03-10,NA,2004-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","GR182xy",2004-01-02,"Male","6 - 11 mo.",2004-09-23,NA,2007-03-16,NA,2007-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","GR183xy",2005-02-06,"Male","6 - 11 mo.",2005-11-01,NA,2008-01-16,NA,2010-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","GR530xx",1993-05-10,"Female","6 - 11 mo.",1994-02-02,NA,2004-06-28,NA,2005-03-01,NA,NA,NA,NA,NA,NA,"38204",NA,NA,NA
"404","GR184xy",2004-11-27,"Male","6 - 11 mo.",2005-08-24,NA,2008-01-17,NA,2008-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","GR185xy",1992-11-02,"Male","6 - 11 mo.",1993-08-01,NA,2000-03-28,NA,2000-03-28,NA,NA,"invalid",NA,NA,NA,NA,NA,NA,NA
"406","GR173xx",2000-05-15,"Female","6 - 11 mo.",2001-02-12,NA,2009-05-11,NA,2009-05-28,NA,NA,NA,"39937",NA,NA,NA,NA,NA,NA
"407","GR174xx",2002-10-09,"Female","6 - 11 mo.",2003-07-09,NA,2009-11-28,NA,2009-11-28,NA,NA,NA,"39264",NA,NA,NA,NA,NA,NA
"408","GR175xx",2007-08-01,"Female","6 - 11 mo.",2008-04-30,NA,2012-03-22,NA,2012-03-22,NA,NA,"40364",NA,NA,NA,NA,NA,"invalid",NA
"409","GR186xy",2001-03-28,"Male","6 - 11 mo.",2001-12-26,NA,2008-06-04,NA,2008-09-19,NA,NA,"39625",NA,NA,NA,NA,NA,NA,NA
"410","GR187xy",2001-08-01,"Male","6 - 11 mo.",2002-05-01,NA,2008-08-18,NA,2011-06-16,NA,NA,NA,NA,NA,"39657",NA,NA,NA,NA
"411","GR188xy",2004-03-05,"Male","6 - 11 mo.",2004-12-03,NA,2006-10-30,NA,2006-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","GR189xy",2006-08-25,"Male","6 - 11 mo.",2007-05-25,NA,2009-02-05,NA,2009-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","GR190xy",2009-03-03,"Male","6 - 11 mo.",2009-12-01,NA,2010-10-14,NA,2011-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","GR191xy",2000-11-02,"Male","6 - 11 mo.",2001-08-04,NA,2002-05-06,NA,2003-09-22,"37382",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","GR176xx",1994-05-01,"Female","6 - 11 mo.",1995-02-01,NA,2000-11-15,NA,2002-04-17,NA,NA,NA,NA,NA,NA,"37356",NA,NA,NA
"416","GR192xy",2004-03-20,"Male","6 - 11 mo.",2004-12-21,NA,2008-04-23,NA,2008-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","GR573xy",1997-09-22,"Male","6 - 11 mo.",1998-06-29,NA,2009-07-30,NA,2009-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","GR193xy",2000-02-01,"Male","6 - 11 mo.",2000-11-08,NA,2007-12-17,NA,2007-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","GR574xy",1996-09-29,"Male","6 - 11 mo.",1997-07-07,NA,2006-06-21,NA,2006-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","GR194xy",2005-07-01,"Male","6 - 11 mo.",2006-04-14,NA,2007-04-09,NA,2007-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","GR531xx",2000-10-15,"Female","6 - 11 mo.",2001-07-31,NA,2011-05-11,NA,2011-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","GR177xx",2003-03-04,"Female","6 - 11 mo.",2003-12-19,NA,2008-05-02,NA,2008-05-14,NA,NA,NA,"39540",NA,NA,NA,NA,NA,NA
"423","GR195xy",2001-08-22,"Male","6 - 11 mo.",2002-06-08,NA,2005-02-18,NA,2005-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","GR196xy",2001-03-01,"Male","6 - 11 mo.",2001-12-17,NA,2007-06-11,NA,2007-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","GR197xy",2003-09-14,"Male","6 - 11 mo.",2004-07-01,NA,2007-05-04,NA,2007-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","GR532xx",1990-11-08,"Female","6 - 11 mo.",1991-08-26,NA,2001-02-02,NA,2001-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","GR198xy",1999-03-27,"Male","6 - 11 mo.",2000-01-13,NA,2007-10-22,NA,2007-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","GR199xy",2006-04-05,"Male","6 - 11 mo.",2007-01-22,NA,2010-02-01,NA,2010-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","GR577xy",2002-07-01,"Male","6 - 11 mo.",2003-04-21,NA,2003-07-30,NA,2003-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","GR533xx",2008-08-01,"Female","6 - 11 mo.",2009-05-27,NA,2010-02-17,NA,2012-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","GR200xy",2003-12-31,"Male","6 - 11 mo.",2004-10-29,NA,2005-12-06,NA,2012-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","GR201xy",2004-05-18,"Male","6 - 11 mo.",2005-03-17,NA,2008-03-03,NA,2008-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","GR202xy",2000-07-01,"Male","6 - 11 mo.",2001-05-01,NA,2005-10-10,NA,2007-05-21,NA,NA,NA,NA,"38473",NA,NA,NA,NA,NA
"434","GR203xy",1995-03-12,"Male","6 - 11 mo.",1996-01-15,NA,2003-04-10,NA,2003-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","GR579xy",2005-09-26,"Male","6 - 11 mo.",2006-08-01,NA,2012-07-30,NA,2012-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","GR178xx",2001-12-01,"Female","6 - 11 mo.",2002-10-08,NA,2007-05-02,NA,2007-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","GR204xy",2001-05-01,"Male","6 - 11 mo.",2002-03-14,NA,2010-04-27,NA,2010-04-27,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"438","GR205xy",2002-07-07,"Male","6 - 11 mo.",2003-05-20,NA,2009-11-18,NA,2009-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","GR179xx",2008-02-02,"Female","6 - 11 mo.",2008-12-17,NA,2009-10-26,NA,2009-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","GR206xy",1999-04-01,"Male","6 - 11 mo.",2000-02-17,NA,2002-04-10,NA,2002-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","GR180xx",1999-07-27,"Female","6 - 11 mo.",2000-06-23,NA,2002-11-20,NA,2002-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","GR181xx",2007-03-24,"Female","6 - 11 mo.",2008-02-19,NA,2008-11-23,NA,2008-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","GR207xy",2004-10-18,"Male","6 - 11 mo.",2005-09-16,NA,2008-03-04,NA,2008-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","GR182xx",2000-03-05,"Female","6 - 11 mo.",2001-02-02,NA,2008-03-13,NA,2008-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","GR208xy",2002-05-01,"Male","6 - 11 mo.",2003-04-01,NA,2009-06-24,NA,2009-06-24,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","GR209xy",2009-08-18,"Male","6 - 11 mo.",2010-07-20,NA,2011-08-29,NA,2011-08-31,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"447","GR183xx",2004-05-10,"Female","6 - 11 mo.",2005-04-15,NA,2008-09-17,NA,2008-09-17,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"448","GR210xy",2000-09-20,"Male","6 - 11 mo.",2001-08-28,NA,2004-10-28,NA,2004-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","GR211xy",2003-06-01,"Male","6 - 11 mo.",2004-05-13,NA,2010-11-26,NA,2010-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","GR184xx",2007-03-07,"Female","6 - 11 mo.",2008-02-18,NA,2008-04-28,NA,2008-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","GR212xy",2007-07-10,"Male","6 - 11 mo.",2008-06-24,NA,2010-03-14,NA,2010-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","GR213xy",1997-11-19,"Male","6 - 11 mo.",1998-11-05,NA,2000-01-10,NA,2000-11-27,"invalid","invalid",NA,NA,NA,NA,NA,NA,NA,NA
"453","GR214xy",1995-07-30,"Male","6 - 11 mo.",1996-07-16,NA,2002-12-19,NA,2007-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","GR185xx",2009-12-01,"Female","6 - 11 mo.",2010-11-19,NA,2011-01-24,NA,2011-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","GR186xx",2005-11-18,"Female","1 yr.",2006-11-18,NA,2012-01-26,NA,2012-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","GR187xx",2006-09-01,"Female","1 yr.",2007-09-01,NA,2008-02-25,NA,2008-02-25,NA,"39448",NA,NA,NA,NA,NA,NA,NA,NA
"457","GR188xx",2001-07-01,"Female","1 yr.",2002-07-01,NA,2002-12-19,NA,2002-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","GR215xy",1999-05-16,"Male","1 yr.",2000-05-15,NA,2004-01-23,NA,2006-04-17,NA,NA,NA,NA,NA,"37976",NA,NA,NA,NA
"459","GR216xy",2006-07-01,"Male","1 yr.",2007-07-01,NA,2012-03-19,NA,2012-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","GR581xy",1993-08-01,"Male","1 yr.",1994-08-01,NA,2003-03-17,NA,2003-03-17,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","GR582xy",2002-05-27,"Male","1 yr.",2003-05-27,NA,2010-05-27,NA,2012-05-14,NA,NA,NA,NA,NA,NA,"invalid",NA,NA,NA
"462","GR189xx",2000-05-20,"Female","1 yr.",2001-05-21,NA,2007-03-14,NA,2007-03-14,NA,NA,NA,"39113",NA,NA,NA,NA,NA,NA
"463","GR217xy",2006-10-03,"Male","1 yr.",2007-10-04,NA,2009-02-19,NA,2009-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","GR536xx",2002-05-11,"Female","1 yr.",2003-05-13,NA,2012-03-26,NA,2012-04-26,NA,NA,NA,NA,NA,"40940",NA,NA,NA,NA
"465","GR190xx",2002-04-02,"Female","1 yr.",2003-04-08,2003-04-07,2003-04-08,2003-04-08,2003-04-09,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
"466","GR218xy",1997-06-21,"Male","1 yr.",1998-06-28,NA,2002-09-05,NA,2004-06-23,"invalid",NA,NA,NA,"37504","38110",NA,NA,NA,NA
"467","GR191xx",1998-11-29,"Female","1 yr.",1999-12-07,NA,2006-01-03,NA,2010-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","GR219xy",2008-12-08,"Male","1 yr.",2009-12-16,2009-12-16,2009-12-16,2009-12-16,2009-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","GR192xx",2006-05-22,"Female","1 yr.",2007-05-31,2007-05-29,2007-05-31,2007-05-31,2007-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","GR193xx",2001-01-01,"Female","1 yr.",2002-01-11,NA,2004-02-13,NA,2004-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","GR220xy",2003-07-30,"Male","1 yr.",2004-08-10,NA,2006-01-23,NA,2006-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","GR221xy",1996-08-06,"Male","1 yr.",1997-08-20,NA,2004-08-22,NA,2004-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","GR583xy",2000-10-03,"Male","1 yr.",2001-10-19,NA,2010-10-14,NA,2012-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","GR194xx",2004-04-08,"Female","1 yr.",2005-04-29,NA,2007-04-03,NA,2007-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","GR222xy",2004-05-01,"Male","1 yr.",2005-05-26,NA,2005-12-15,NA,2005-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","GR223xy",2007-11-07,"Male","1 yr.",2008-12-01,NA,2009-08-24,NA,2009-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","GR195xx",2003-01-26,"Female","1 yr.",2004-02-22,2004-02-22,2004-02-22,2004-02-22,2004-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","GR224xy",2001-10-16,"Male","1 yr.",2002-11-14,NA,2005-04-11,NA,2006-02-11,"38384",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","GR225xy",1997-11-01,"Male","1 yr.",1998-12-01,NA,2000-05-04,NA,2005-03-14,"invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","GR226xy",1996-12-01,"Male","1 yr.",1998-01-02,NA,2000-06-05,NA,2000-08-14,NA,"invalid",NA,NA,NA,NA,NA,NA,NA,NA
